7.870479194574708792e+00 3.298576595410037893e+00 -1.789219345812985029e+00 -7.592815211734366132e-01 4.534326081651383067e-01 7.819513197183143305e-01 -1.347119174543936482e-01 -1.347681456051793569e-01 8.882034128492684033e-01 4.592900182007435550e-01
6.899155940273773879e+00 3.219039747018094033e+00 -1.583045640881356908e+00 3.615504140559311352e-02 4.471395764913770887e-01 5.120895770198335972e-01 -6.632084793430434999e-01 -5.408899005083732392e-02 1.768601955740866094e-01 4.503419215991287805e-01
7.156278860641381634e+00 3.682398104495860913e+00 -1.802952366333842704e+00 1.153153897503501196e-01 -2.243952790968467559e-02 7.345152974393128753e-01 2.710146355060069068e-01 -1.362475549499131966e-01 2.161032751495029491e-01 2.336459815219584790e-01
7.886065359128879848e+00 4.098332408129154558e+00 -1.475006266547582934e+00 6.014051373380336907e-01 3.979841083119313727e-01 2.657195342512587710e-01 1.047354747740450343e+00 -5.861982137310308705e-01 -1.387559728882531429e-01 3.232082322735871371e-01
7.687787452949942590e+00 3.940439516408608345e+00 -1.170991688178615764e+00 1.140856045738704694e+00 3.456861790469162310e-01 4.183584703364096047e-01 1.114374688795832569e+00 -4.305936461501133627e-01 5.458375661216483543e-01 3.603765526673732289e-01
7.977862934565925102e+00 3.774285921998271398e+00 -9.726679791190814273e-01 1.291740810487985280e+00 2.137424767491735711e-01 1.228411069538555500e+00 1.401938273970659843e+00 -3.558341527897295187e-01 1.314038077563691065e+00 1.485006127392708708e-01
-7.293575291597900190e-01 3.516597663895467907e+00 9.124230913249804509e-01 3.237960608864667300e-01 2.097878565302814247e-01 6.347153579172757354e-01 -1.256188801570884417e-01 4.756895721928373622e-01 1.780819451358738037e-01 1.136633394827982757e-01
-7.004531308522331523e-01 3.316550422330426073e+00 4.804394396461617589e-01 7.126671445953580708e-02 4.583130426034622285e-01 5.747452507410373279e-01 8.463309029113480486e-02 6.361069339256752997e-01 9.875417956506676864e-01 3.922744967446515352e-01
-1.229913429396114477e+00 3.061222742939645691e+00 4.106919422333064063e-01 4.325683668182973840e-02 1.535798303745886662e-01 -6.590049327668443535e-01 -6.293316826061543523e-01 9.333449559081650193e-01 2.772530539193062138e-01 1.079030926466274520e-01
-1.275339576332020997e+00 3.177680813069152510e+00 3.031959336901687840e-01 7.493540431535364310e-02 2.587978973724801568e-01 -2.459016431369623334e-01 -6.754115026951964529e-01 5.200817780003839097e-01 5.945224656862538870e-01 -5.316874085325987709e-01
-1.632764714462837219e+00 3.230040076491987211e+00 5.197622561957148113e-01 -8.753259876570454456e-03 5.024265706689512445e-01 -1.292235667622148032e-01 -4.990220519891649387e-01 5.743349521283878101e-01 5.689519224677659359e-01 -7.628670528534200468e-01
-1.312469863111032087e+00 3.129259883778424900e+00 6.805166574558874082e-02 2.830811347645537102e-01 -9.750654355501042758e-02 -5.137011423512178876e-01 3.524401385482921478e-01 -1.328915841648394824e-01 1.086915925992275045e-01 -1.214602117849227669e+00
-9.172528692834692743e-01 3.151916191298516967e+00 1.237852494491136213e-01 9.387858335424248413e-02 5.325146918751775260e-01 -6.873119630548482073e-01 5.629109159540583995e-01 7.541166062972948225e-01 2.512202179599931640e-01 -1.194778008528901925e+00
-1.051644272224460996e+00 2.723441286365476000e+00 3.543068513376113615e-01 6.088668464511016731e-01 1.130668731665420701e+00 -1.691588017446062908e-01 1.631953199933043330e-01 5.462047318032129395e-01 8.240652626588736984e-01 -5.311520046634874426e-01
-1.159240774795147644e+00 2.988484639064887372e+00 4.040892145996751172e-01 9.400678808315026114e-01 6.742454114327018910e-01 3.090862660584246524e-01 4.947488907101240674e-01 4.165141365459657519e-01 3.577614946655156003e-01 -4.851125149120306679e-01
-1.710865844642188272e+00 3.840699813429454323e+00 9.347106817370001153e-01 6.542419792720127747e-01 3.389546994163045168e-01 3.132562901608288430e-01 3.030037249327189874e-01 8.173207360717305026e-01 1.096837354281509302e+00 3.135749528505363815e-01
-9.236299053028056427e-01 3.684639641933660670e+00 1.249505888649069307e+00 7.365999718549330888e-01 4.320889373681457979e-02 -1.128322068817403934e-01 4.719888043537470157e-01 1.211293155428726509e-01 7.397169533830596500e-01 4.003932218663123765e-01
-1.615977042856936441e+00 3.585938498073903524e+00 1.434357055516080726e+00 2.743985884202634340e-01 5.771704865954434549e-01 8.840083275779409000e-02 -7.277688645332958117e-02 -2.250902883440913937e-01 8.655634635343970595e-01 -6.030674780458744610e-02
-2.120904042537127498e+00 4.140100884436692219e+00 1.005513695097358218e+00 2.157403061781545395e-01 5.541114462169688393e-01 -6.707470630882020890e-01 -2.402372452275123582e-01 -1.871710432732628937e-01 8.868197598551851302e-01 -5.805082122912435388e-02
-1.918261522938507380e+00 3.153051056420996368e+00 1.102657754543598934e+00 -2.857352966505909420e-01 -6.037088682139823970e-02 -6.091332155574545881e-01 -8.164807105688992594e-01 3.028334207106685438e-01 1.085955968474180633e+00 -6.675936691735748774e-01
-1.293580569966092941e+00 3.250792753434327054e+00 1.266140423712549534e+00 -2.460773681249058820e-01 -1.197514294976396165e-01 -9.259159447162101930e-02 -8.626085151435600729e-01 3.074175491246093905e-01 1.275225257589948091e+00 -2.842594658159876553e-01
